id,u,g,r,i,z,run,rerun,camcol,field
7690,16.97356,15.61311,15.02585,14.70945,14.5031,4649,301,4,200
7691,19.35278,17.80946,17.26033,17.07723,17.03431,5182,301,4,18
7692,19.05156,17.05121,16.06547,15.60991,15.24742,1231,301,5,181
7693,17.27775,16.20749,15.87595,15.64459,15.49936,4392,301,3,52
7694,19.06635,18.12661,17.83801,17.70133,17.68717,3958,301,6,115
7695,18.75938,17.40415,16.64963,16.20848,15.93848,1350,301,4,440
7696,19.32917,17.92731,17.37236,17.1468,17.03979,3225,301,4,129
7697,19.0376,17.84125,17.49447,17.30249,17.17318,1412,301,4,109
7698,17.3983,16.58522,16.29824,15.89233,15.85095,3893,301,1,147
7699,19.22513,18.33424,18.08761,18.02565,18.03197,1412,301,4,298
7700,18.62748,18.49335,18.44135,18.22708,18.2869,5140,301,6,60
7701,19.07596,19.22156,19.58761,19.87416,20.12901,2583,301,1,217
7702,19.01146,17.18989,16.45081,16.12078,15.93742,4829,301,3,202
7703,18.6424,16.99134,16.10927,15.68293,15.36679,2711,301,5,179
7704,18.67458,17.54981,17.50545,17.52998,17.54479,3705,301,1,375
7705,19.50507,18.1587,17.43352,17.05665,16.73049,1231,301,4,65
7706,18.84355,18.83998,18.80084,18.51733,18.56457,2125,301,3,181
7707,19.04167,17.54431,16.76624,16.33545,16.06098,2826,301,2,251
7708,19.53543,18.13266,17.46284,17.09638,16.84632,2986,301,3,212
7709,19.58323,18.43134,17.77719,17.38172,17.08827,4570,301,3,98
7710,18.84595,17.68336,17.32099,17.03494,16.99965,4294,301,4,102
7711,17.74916,16.11091,15.63112,15.40056,15.27501,2304,301,2,271
7712,19.25924,18.23911,17.77199,17.48152,17.33762,752,301,3,268
7713,18.77822,18.56292,18.62127,18.47728,18.44641,4011,301,5,71
7714,18.46905,17.3048,16.83567,16.63974,16.56844,3103,301,5,202
7715,18.13572,17.49225,17.3898,17.30821,17.30917,2700,301,5,16
7716,18.1584,17.25346,16.99502,16.90184,16.88118,3918,301,6,137
7717,17.96425,16.78052,16.74476,16.81679,16.87144,2777,301,3,175
7718,18.69149,16.68059,15.73985,15.25398,14.96079,3187,301,4,165
7719,19.46131,17.51584,16.54456,16.10072,15.71959,4874,301,1,667
7720,18.09627,16.86903,16.38963,16.17729,16.07899,5314,301,5,218
7721,19.2065,18.28042,17.78759,17.49447,17.34192,3059,301,1,91
7722,19.3914,17.7316,16.71989,16.22466,15.85185,3804,301,2,124
7723,18.76725,17.14004,16.27695,15.8263,15.4797,4512,301,4,261
7724,18.13179,16.70417,16.10061,15.83445,15.69664,5061,301,6,325
7725,19.13723,18.45793,18.1442,17.91179,17.98274,2826,301,3,186
7726,18.19255,17.29251,17.05284,16.97215,16.94612,3705,301,4,328
7727,18.88723,17.63137,17.13106,16.93767,16.84114,5640,301,2,257
7728,18.01529,16.19325,15.35421,14.95238,14.63225,3647,301,3,78
7729,18.9607,18.00443,17.58771,17.42981,17.35009,3560,301,5,258
7730,17.7042,16.6018,16.09407,15.76037,15.55878,3841,301,6,234
7731,18.1093,16.28021,15.50888,15.12293,14.85027,5194,301,4,560
7732,17.67571,15.81457,15.10882,14.83659,14.6979,1411,301,2,52
7733,17.18854,16.06774,15.6401,15.36462,15.17422,3836,301,2,199
7734,19.40626,17.53557,16.65956,16.21408,15.86315,5061,301,3,152
7735,18.95965,17.39846,16.59469,16.18556,15.84956,4674,301,4,146
7736,18.48286,17.09198,16.51,16.2766,16.1578,4187,301,2,106
7737,18.75007,16.90899,16.01588,15.56697,15.22544,1412,301,3,171
7738,16.00766,14.79317,14.21034,13.94603,13.6879,5314,301,1,204
7739,19.14984,17.36745,16.50276,16.12421,15.81671,5194,301,1,403
7740,19.32465,18.44565,18.09452,17.95021,17.89357,8109,301,2,95
7741,19.4301,17.75789,16.91805,16.51355,16.20284,752,301,3,388
7742,19.22834,17.54575,16.86441,16.60097,16.43399,3225,301,3,330
7743,19.45358,18.6067,18.24259,18.1279,18.03757,7912,301,1,142
7744,19.55885,17.82312,17.18225,16.85052,16.61155,4010,301,3,120
7745,18.57862,16.84687,16.05754,15.76556,15.59349,6585,301,2,156
7746,18.74018,17.84787,17.54819,17.44691,17.43786,4851,301,5,36
7747,18.03199,16.44541,15.7203,15.28131,14.96864,4570,301,4,183
7748,18.35195,16.87319,16.1503,15.74557,15.46454,2986,301,2,256
7749,19.38302,19.22918,18.96205,18.81437,18.8061,752,301,5,698
7750,18.5069,16.61394,15.83618,15.66459,15.51534,2328,301,5,34
7751,19.22036,17.53958,16.76321,16.39588,16.0884,5323,301,6,79
7752,19.35252,18.48395,18.20454,18.12115,18.07632,5326,301,5,87
7753,19.15834,17.47338,16.58658,16.15867,15.80576,4263,301,1,153
7754,17.78868,16.61629,16.24248,16.11266,16.07178,3187,301,5,85
7755,15.63355,14.54402,14.43512,14.40608,14.44279,2207,301,1,102
7756,18.17286,17.27968,17.00144,16.89063,16.88742,5182,301,4,32
7757,19.22513,19.04712,18.93523,18.68205,18.76216,1740,301,3,100
7758,18.72529,17.31474,16.65127,16.26627,16.07866,4858,301,6,482
7759,18.62756,17.67675,17.32879,17.06566,16.96968,5183,301,1,371
7760,19.43129,17.99292,17.33675,16.9792,16.70557,2125,301,3,215
7761,19.00952,17.31249,16.46098,16.05372,15.74376,3893,301,4,163
7762,14.37944,13.88029,14.16218,14.89814,14.93798,4552,301,4,154
7763,19.19381,17.79804,16.88541,16.46211,16.14338,2243,301,3,218
7764,19.04953,18.98548,18.69755,18.5607,18.13124,3918,301,6,134
7765,19.07787,17.71789,17.2025,17.00777,16.92616,3900,301,5,514
7766,17.48756,16.58176,16.29881,16.18738,16.13644,3964,301,6,250
7767,18.287,17.1038,16.57017,16.32921,16.13425,1478,301,4,142
7768,16.52528,15.47846,15.12332,14.97411,14.94182,7773,301,2,322
7769,19.01762,18.12607,17.74955,17.61554,17.54457,2243,301,3,183
7770,19.32302,18.00181,17.46681,17.15074,16.99956,4010,301,5,40
7771,19.03651,17.86549,17.33288,17.04579,16.86271,3705,301,2,166
7772,16.9553,15.43749,14.84422,14.64529,14.55261,5060,301,3,138
7773,17.45991,16.53116,16.22348,16.09781,16.04524,2986,301,5,56
7774,18.10196,16.63574,15.99109,15.60482,15.28059,2986,301,5,210
7775,17.49846,17.53486,17.9467,18.23129,18.55321,3842,301,2,88
7776,18.83011,17.6798,17.16427,16.90697,16.79126,3893,301,1,204
7777,16.59206,15.49269,15.13811,15.01127,14.98,3926,301,6,180
7778,19.44417,18.41399,17.76833,17.3587,17.24066,2243,301,2,223
7779,19.41509,17.62408,16.69821,16.26083,15.99825,5060,301,2,57
7780,19.24289,18.12026,17.63535,17.32775,17.19423,2826,301,3,253
7781,19.12446,17.26019,16.34679,15.81458,15.40235,7713,301,4,257
7782,18.63339,17.63631,17.24467,16.95127,16.83449,2379,301,3,49
7783,18.93737,17.8678,17.39757,17.07672,16.91323,4576,301,1,364
7784,17.45128,16.55942,16.28154,16.17303,16.1652,3705,301,1,271
7785,19.4284,18.129,17.30722,16.88731,16.60035,4674,301,3,188
7786,19.21341,18.21429,17.9217,17.77004,17.73709,2507,301,5,254
7787,19.12102,17.29231,16.36779,15.93414,15.59609,2391,301,2,104
7788,17.20966,15.74729,15.19938,15.00249,14.92227,1450,301,4,73
7789,18.74932,18.66234,18.53087,18.50368,18.59587,4335,301,3,146
7790,19.10025,17.29268,16.2101,15.75433,15.37259,2391,301,2,74
7791,19.3669,18.28596,17.73256,17.30937,17.16243,3698,301,2,21
7792,19.1272,17.47126,16.7492,16.40037,16.12767,2830,301,4,312
7793,19.40612,18.17859,17.39497,17.04039,16.80797,5061,301,5,425
7794,19.53722,19.46988,19.5275,19.26342,19.29915,2243,301,5,227
7795,18.69056,17.72441,17.41499,17.31737,17.26855,1450,301,1,74
7796,18.64233,16.69706,15.83196,15.37796,15.03389,3538,301,4,220
7797,18.79459,17.44696,16.89667,16.65499,16.55987,3804,301,1,150
7798,18.99189,18.01808,17.62615,17.37913,17.30334,3842,301,3,45
7799,18.95962,18.70165,18.60173,18.52899,18.42397,3697,301,5,89
7800,17.93827,16.84303,16.38441,16.19034,16.11195,4264,301,6,15
7801,19.55757,19.46192,19.3637,19.22305,19.07335,2987,301,6,91
7802,18.72355,17.74584,17.44823,17.32094,17.30707,3958,301,5,172
7803,19.04036,18.8834,19.19549,19.49144,19.62306,1729,301,3,95
7804,18.88404,17.17919,16.55297,16.32536,16.21825,3031,301,3,143
7805,18.25133,17.22033,16.07863,15.84682,15.74508,5972,301,4,45
7806,17.90456,16.83232,16.46122,16.31713,16.2966,8115,301,2,159
7807,19.00885,18.06866,17.76121,17.63398,17.59432,4335,301,3,184
7808,18.4074,18.1435,18.02113,18.04115,17.97803,3462,301,3,278
7809,19.22747,17.92294,17.23643,16.84942,16.57556,4010,301,3,85
7810,19.46491,17.43812,16.44891,16.02157,15.64484,1740,301,4,67
7811,18.98228,17.85258,17.2359,16.85006,16.65216,5935,301,3,84
7812,18.57584,17.3346,16.79112,16.47026,16.27869,4576,301,1,573
7813,19.02847,16.92893,16.00356,15.66037,15.45679,4674,301,6,131
7814,19.39414,17.47202,16.47242,16.01898,15.65002,1412,301,4,331
7815,17.84076,16.94252,16.64744,16.5421,16.53304,5973,301,3,12
7816,19.39449,18.03602,17.18821,16.73284,16.44531,2662,301,1,133
7817,18.53463,17.126,16.49336,16.14717,15.88538,5322,301,3,21
7818,18.15086,16.70213,16.1017,15.8675,15.76002,4887,301,2,243
7819,19.18444,17.52404,16.66901,16.22334,15.85724,2821,301,2,106
7820,19.4771,17.5554,16.22721,15.18711,14.62459,4263,301,6,204
7821,17.67362,16.29696,15.81178,15.66563,15.61674,4858,301,1,466
7822,17.20265,15.40211,14.62072,14.22654,13.9456,4649,301,3,60
7823,19.16087,17.62673,17.08074,16.79212,16.55509,4263,301,4,224
7824,18.99639,18.29148,17.93277,17.73703,17.52422,5182,301,1,109
7825,18.78315,16.91955,15.9986,15.55124,15.22097,4674,301,4,232
7826,17.28452,16.37932,16.11814,16.00931,15.99395,2826,301,1,221
7827,17.83177,16.86012,16.50782,16.37419,16.3428,2826,301,4,278
7828,19.11428,17.95038,18.15441,18.25421,18.42889,5061,301,1,335
7829,18.53769,16.76773,15.83042,15.28039,14.85233,3225,301,4,305
7830,18.10732,16.90093,16.22363,15.81932,15.58539,4674,301,3,172
7831,16.79609,15.85294,15.47485,15.32213,15.29254,6161,301,1,54
7832,18.20008,17.95108,17.65554,17.3737,17.38694,4674,301,3,91
7833,19.32303,17.56063,16.5835,16.12514,15.78959,5972,301,1,256
7834,18.25431,17.01354,16.439,16.17907,16.02956,4207,301,5,84
7835,17.94263,17.04033,16.79839,16.51478,16.48452,5972,301,1,154
7836,19.30337,17.46584,16.49586,16.07548,15.73238,3903,301,4,295
7837,18.97173,17.41076,16.66226,16.27736,15.96145,3187,301,2,11
7838,17.37277,15.88364,15.27147,15.05172,14.91899,4828,301,2,148
7839,17.7241,16.44122,15.83455,15.42422,15.17363,5137,301,3,310
7840,19.07016,18.16336,17.79195,17.62477,17.57828,3958,301,5,151
7841,18.11211,17.16405,16.9104,16.81793,16.78173,756,301,1,435
7842,19.47351,18.41722,18.08565,17.92046,17.89041,6122,301,2,104
7843,19.335,17.79959,17.45519,17.25606,17.2198,3704,301,1,92
7844,18.8141,17.85445,17.5987,17.51353,17.48327,1740,301,4,153
7845,18.62971,16.88503,16.09714,15.70059,15.43083,5183,301,2,446
7846,19.41976,17.52426,16.70809,16.38638,16.08402,3716,301,6,175
7847,19.40959,18.25208,17.65335,17.38474,17.16382,2391,301,1,75
7848,18.66193,17.61972,17.45268,17.37463,17.37506,4263,301,2,219
7849,19.53428,18.28481,18.33557,18.37534,18.53671,3628,301,1,108
7850,18.33203,17.10421,16.61438,16.31406,16.08048,3893,301,4,290
7851,18.78648,17.02496,16.09238,15.66819,15.32611,4552,301,5,25
7852,18.0512,16.28367,15.47353,15.05823,14.74846,3918,301,1,70
7853,17.74571,16.63092,16.18776,15.90566,15.66907,2074,301,6,126
7854,19.3662,18.11599,17.50625,17.13701,16.94032,5322,301,3,71
7855,19.21307,19.17974,19.06732,18.94162,18.82122,2825,301,4,106
7856,19.4344,18.3113,18.11898,17.97303,17.98822,3699,301,5,42
7857,19.06057,18.86849,18.7763,18.52349,18.49765,2864,301,6,55
7858,18.81584,16.99439,16.02973,15.53605,15.12899,5314,301,1,223
7859,19.26799,18.16058,17.50049,17.0409,16.86197,4294,301,3,17
7860,19.31797,18.00996,17.33051,16.94234,16.61103,1412,301,4,379
7861,17.70532,16.36816,15.87798,15.70745,15.62477,2243,301,4,305
7862,18.728,17.67028,17.25272,17.10523,17.03768,5061,301,3,359
7863,17.99145,16.67716,16.20043,15.98335,15.95871,7178,301,4,58
7864,18.33377,15.97713,14.9156,14.52762,14.28635,6574,301,5,20
7865,19.17339,19.22361,19.47207,19.69642,19.9847,1462,301,5,184
7866,17.51606,16.65168,16.39149,16.27779,16.14415,4576,301,4,496
7867,17.4595,16.16612,15.53819,15.24899,15.09045,5060,301,1,61
7868,18.56706,16.85761,16.03377,15.62235,15.32071,3705,301,4,338
7869,18.45184,17.20766,16.73253,16.53427,16.43818,5403,301,3,168
7870,19.29215,17.89948,17.21374,16.83124,16.58086,4294,301,4,177
7871,19.40943,17.34287,16.42768,16.06297,15.83393,6585,301,2,95
7872,19.03646,18.09477,17.66177,17.48202,17.43384,1402,301,4,22
7873,17.93542,16.61358,16.09126,15.78748,15.61125,3698,301,6,164
7874,15.21521,13.65006,12.89768,12.50354,12.21418,4570,301,1,87
7875,17.11896,16.16424,15.8121,15.67633,15.62446,4294,301,3,36
7876,18.8744,17.72035,16.84579,16.36815,16.08838,752,301,2,485
7877,18.96615,18.77326,18.73519,18.44463,18.48888,7780,301,4,45
7878,17.52595,16.30832,15.85244,15.59452,15.40679,1737,301,6,115
7879,18.69266,17.19308,16.58432,16.33819,16.21925,3893,301,3,80
7880,18.79263,17.58448,16.99111,16.67873,16.52229,4576,301,1,274
7881,18.38041,18.18946,17.72495,17.30441,17.25736,4294,301,3,24
7882,18.62351,17.14436,16.60173,16.22157,16.01825,2125,301,1,312
7883,17.96165,16.88925,16.22131,15.80701,15.57272,1412,301,5,65
7884,19.54403,17.5467,16.49986,16.05184,15.69061,5137,301,1,343
7885,19.55121,18.25554,17.55459,17.08112,16.8489,1729,301,2,398
7886,18.51707,17.56129,17.26623,17.12099,17.08155,7712,301,5,260
7887,16.76227,15.56062,15.12213,14.95681,14.90844,2964,301,1,360
7888,17.84136,16.56001,15.98361,15.58586,15.33907,4576,301,1,602
7889,19.21892,18.00243,17.44994,17.16084,16.95322,1412,301,4,258
7890,18.9427,17.87226,17.5297,17.39212,17.32976,3971,301,5,27
7891,18.13472,16.94623,16.47528,16.17266,15.95659,752,301,1,334
7892,19.57244,18.33985,17.56183,17.17647,16.85241,2826,301,2,258
7893,18.11099,17.26906,17.09933,16.95677,16.88201,2126,301,1,170
7894,19.54674,18.23138,17.69627,17.34583,17.10663,5330,301,5,102
7895,18.28154,17.20716,16.91651,16.71016,16.67416,2078,301,3,210
7896,19.3964,19.09165,18.66828,18.659,18.74775,3631,301,6,293
7897,19.15965,18.91703,18.61517,18.38544,18.42006,745,301,1,576
7898,18.98325,17.98372,17.54056,17.36952,17.2846,5421,301,1,214
7899,18.5922,18.62464,18.604,18.36791,18.38256,4518,301,1,187
7900,18.73616,17.63298,17.25446,16.95316,16.82972,3605,301,4,74
7901,16.90945,15.50946,14.9813,14.70339,14.53393,2207,301,3,70
7902,19.57465,18.13847,17.55468,17.19339,17.03221,2243,301,4,392
7903,17.14729,15.85645,15.21062,14.84574,14.52751,752,301,2,435
7904,17.8821,16.53744,15.88069,15.50565,15.23884,3705,301,4,100
7905,18.63345,18.24579,17.84306,17.56873,17.57522,4294,301,1,18
7906,19.1772,18.06759,17.69579,17.51167,17.4108,3704,301,4,78
7907,19.02504,17.50819,16.8133,16.40903,16.18544,752,301,2,362
7908,18.29851,17.99857,17.90667,17.72803,17.81232,4571,301,4,31
7909,19.02132,18.93279,18.6889,18.82239,18.89148,4576,301,4,581
7910,17.27371,16.20256,16.09974,16.10505,16.16773,2964,301,3,400
7911,18.50372,16.62053,15.81829,15.46762,15.29114,4294,301,2,133
7912,19.07384,16.99091,15.85771,15.36351,14.95366,2125,301,1,281
7913,19.05279,17.83607,17.36134,17.12957,17.03127,2391,301,2,58
7914,18.53527,17.09488,16.41121,16.00742,15.79095,4849,301,2,831
7915,18.98848,17.10438,16.07915,15.62755,15.28197,3893,301,4,75
7916,16.67916,15.00837,14.1929,13.78386,13.50271,5360,301,6,371
7917,18.13738,16.49866,15.91286,15.70028,15.57649,1239,301,1,151
7918,18.96777,16.85339,16.03137,15.75576,15.62787,2826,301,3,188
7919,19.32176,17.94392,17.32149,16.97286,16.74207,1412,301,5,139
7920,19.51009,17.55261,16.65355,16.2105,15.86887,2243,301,5,402
7921,18.33788,17.29173,17.11135,17.0607,17.07774,2335,301,4,130
7922,19.5986,18.45238,17.77254,17.36273,17.11925,5326,301,2,302
7923,18.16232,16.92756,16.50543,16.3485,16.3024,308,301,2,90
7924,19.32041,18.37556,18.05098,17.94423,17.894,3031,301,6,306
7925,19.08321,18.22431,17.80031,17.47176,17.36028,4674,301,2,208
7926,19.08378,18.07696,17.67014,17.52319,17.41266,5598,301,1,54
7927,17.94381,16.19868,15.30529,14.84116,14.58143,4134,301,5,151
7928,18.82222,18.84184,18.51407,18.57597,18.68984,1458,301,6,411
7929,18.54203,17.66987,17.27612,16.88536,16.83356,5194,301,3,631
7930,18.81166,16.99892,16.18011,15.77357,15.50187,2125,301,1,259
7931,19.421,18.31037,17.8234,17.46867,17.27429,2379,301,5,101
7932,19.43697,18.21821,17.72083,17.44163,17.181,2986,301,1,241
7933,18.44391,17.46856,17.32191,17.28807,17.27741,5137,301,5,200
7934,,,,,,4552,301,6,49
7935,16.09807,15.05351,14.7164,14.59029,14.5596,4674,301,5,269
7936,19.33402,18.88937,18.83937,18.60692,18.66111,4504,301,6,216
7937,19.28685,18.42654,18.14115,18.02929,18.01903,8105,301,6,34
7938,19.40758,18.49284,18.23073,18.13168,18.14907,5972,301,4,238
7939,19.41247,18.46312,18.07759,17.88527,17.82373,4469,301,5,293
7940,18.03462,16.58342,15.93153,15.65709,15.5261,2961,301,2,92
7941,19.13836,19.18039,19.65083,19.88497,20.0052,2391,301,2,65
7942,16.58672,15.12493,14.62906,14.48727,14.44912,3900,301,3,530
7943,18.10486,17.94424,17.64373,17.35176,17.30214,3184,301,4,59
7944,19.22209,18.31433,17.95676,17.81403,17.79776,4294,301,4,134
7945,18.46541,18.35621,18.31487,18.27222,18.239,2826,301,5,223
7946,18.47684,17.30672,16.7334,16.41025,16.20627,3903,301,4,47
7947,19.23451,17.22542,16.27618,15.84593,15.51697,7761,301,1,184
7948,,,,,,5072,301,6,37
7949,19.07742,17.99659,17.60414,17.38805,17.27284,1737,301,2,123
7950,18.20869,17.08672,16.65463,16.41871,16.25303,5061,301,3,179
7951,19.13221,17.62317,17.00522,16.70953,16.53275,5065,301,2,203
7952,18.0381,16.82753,16.29289,15.95567,15.76115,3530,301,3,135
7953,19.2059,18.27626,17.39762,16.97376,16.71939,3698,301,3,96
7954,18.45109,17.50043,17.28564,17.06042,16.95366,3225,301,2,73
7955,18.93076,17.07127,16.13052,15.68037,15.3483,4649,301,3,61
7956,18.85256,17.6452,17.12755,16.9034,16.81654,2964,301,1,312
7957,16.559,15.44486,15.09948,14.98017,14.94949,3438,301,6,114
7958,18.97256,17.17138,16.36362,15.89859,15.56858,3225,301,5,173
7959,16.49285,14.42565,13.38606,12.84136,12.36766,3629,301,1,65
7960,15.97945,14.9507,14.6456,14.54254,14.52474,3031,301,5,88
7961,18.96403,18.88247,18.91999,18.86299,18.74247,4512,301,2,40
7962,18.42553,18.08213,17.73984,17.41319,17.34749,5308,301,4,149
7963,19.33767,18.01708,17.55419,17.385,17.31507,2964,301,3,301
7964,18.38413,16.45226,15.69678,15.40689,15.26905,4829,301,1,200
7965,18.81514,17.55658,17.08483,16.8507,16.84385,2566,301,2,68
7966,18.94952,18.00047,17.69378,17.58051,17.53798,6162,301,3,185
7967,19.32178,16.35724,15.15673,14.72291,14.39585,6182,301,6,168
7968,19.17301,18.19485,17.90112,17.67854,17.47357,5323,301,4,116
7969,19.26907,17.70754,17.1774,16.99975,16.92787,5972,301,2,120
7970,19.19347,17.19291,16.11693,15.64415,15.24876,4263,301,1,248
7971,18.66029,16.68695,15.69094,15.26904,14.91823,2863,301,4,115
7972,17.39225,16.1779,15.7254,15.49076,15.34729,3225,301,1,229
7973,16.59857,15.70194,15.42546,15.3061,15.28172,2243,301,2,191
7974,18.32269,16.54693,15.68561,15.18697,14.68709,2243,301,4,412
7975,18.47321,17.08875,16.38188,16.00569,15.74613,1140,301,6,155
7976,18.0085,16.50618,15.72549,15.29702,14.9704,3893,301,3,295
7977,18.54433,17.60923,17.24893,17.12936,17.07329,4829,301,6,85
7978,18.5711,16.64423,15.73792,15.32861,15.00779,3704,301,3,181
7979,17.78686,16.46667,15.82317,15.41894,15.20183,4552,301,4,81
7980,18.56224,17.12296,16.4599,16.07983,15.80318,5972,301,3,260
7981,18.80725,17.60736,16.9605,16.59665,16.36198,2986,301,2,263
7982,18.57301,17.64774,17.32864,17.18388,17.14265,2987,301,1,97
7983,18.58183,17.14101,16.61576,16.40612,16.30812,1412,301,4,144
7984,16.40393,14.96621,14.44719,15.97866,14.03707,6585,301,4,60
7985,19.4816,19.48136,19.28102,19.23367,19.25338,2987,301,5,99
7986,16.98196,15.94657,15.59023,15.45072,15.40959,3958,301,4,173
7987,19.56766,18.2704,17.70919,17.51312,17.4025,2125,301,1,317
7988,18.90552,17.83564,17.2394,16.813,16.59408,2379,301,5,79
7989,17.75886,16.68561,16.28366,16.42248,16.09945,4674,301,4,249
7990,18.42204,16.7524,15.97746,15.59158,15.32024,2243,301,5,179
7991,16.40391,15.48868,14.90596,14.74578,14.69038,994,301,2,27
7992,18.64507,17.76871,17.40314,17.26133,17.18254,8112,301,2,103
7993,15.51792,14.28109,14.06398,13.94373,13.97176,2888,301,1,24
7994,19.52517,18.97931,19.02016,18.79132,18.82148,4517,301,2,39
7995,17.45855,16.45634,16.12121,15.98934,15.94337,8105,301,6,111
7996,19.41547,17.70996,16.95378,16.56359,16.24569,5183,301,2,285
7997,19.13066,18.26455,18.01406,17.95297,17.92739,1412,301,3,262
7998,19.38378,18.44477,18.13689,17.95863,17.62607,7787,301,5,359
7999,19.42029,17.83724,17.21967,16.977,16.88188,3015,301,6,198
8000,19.04983,17.22173,16.18098,15.71601,15.34452,3015,301,3,164
8001,18.89792,17.04496,16.17482,15.74631,15.41859,3900,301,6,491
8002,18.91015,17.27868,16.5134,16.16672,15.90126,3180,301,6,49
8003,18.39,18.34648,18.13655,18.15796,18.17119,6004,301,4,165
8004,18.89051,17.40261,16.83362,16.6249,16.5374,6161,301,4,69
8005,18.00442,16.06134,15.20515,14.79554,14.48244,3704,301,4,83
8006,18.67985,17.58109,17.07346,16.85757,16.74984,7912,301,1,73
8007,19.49453,18.59305,18.26181,18.10683,18.07834,4671,301,3,82
8008,19.48047,19.22123,19.03487,18.93488,18.71018,8108,301,4,210
8009,19.02882,18.99576,18.71421,18.60273,18.6179,3631,301,5,475
8010,18.19546,16.36049,15.57241,15.2071,14.96501,2243,301,2,250
8011,18.10033,16.64001,16.04801,15.80893,15.70311,6585,301,1,100
8012,17.7566,16.80526,16.50126,16.38912,16.35236,1302,301,6,287
8013,18.74474,17.8063,17.51542,17.41051,17.41066,3031,301,1,491
8014,16.96715,15.10585,14.29066,13.84649,13.6014,1740,301,1,42
8015,18.41377,17.25879,16.76117,16.53884,16.45608,5326,301,1,229
